"","GEOID","state","county_name","geometry","distance_nearest_farmersmarket(mile)","nearest_farmersmarket_name","nearest_farmersmarket_id","market_county_geoid","market_county_name","farmersmarket_desert"
"611","48453","Texas","Travis",c(-171028.964437763, 808101.083397375),2.64691325720443,"6701 Burnet Road Market","312831","48453","Travis",FALSE
"612","48339","Texas","Montgomery",c(47746.8090197589, 802827.006420011),11.2209043346126,"The Woodlands Farmer's Market at Gogan's Mill","312980","48339","Montgomery",FALSE
"613","48187","Texas","Guadalupe",c(-188750.822708287, 725062.721224447),1.22505563102633,"Seguin Farmers Market Association","312964","48187","Guadalupe",FALSE
"614","48423","Texas","Smith",c(68421.4512091192, 1033836.69222092),2.59494988393484,"Rose City Farmers Market","313960","48423","Smith",FALSE
"615","48475","Texas","Ward",c(-671383.527201523, 962270.921891711),65.1799598541701,"Permian Basin Farmers Market","312938","48329","Midland",TRUE
"616","48103","Texas","Crane",c(-616609.780820577, 949294.519436553),44.701104853585,"Permian Basin Farmers Market","312938","48329","Midland",TRUE
"617","48437","Texas","Swisher",c(-521968.822176959, 1290019.33279489),42.8858703897316,"Deaf Smith Chamber of Commerce Farmers Market","312869","48117","Deaf Smith",TRUE
"618","48223","Texas","Hopkins",c(40414.1967507965, 1120078.31240509),2.35015783692505,"Main Street Farmers' Market","312924","48223","Hopkins",FALSE
"619","48015","Texas","Austin",c(-26798.4456830767, 756871.285361047),10.2931282025719,"Sealy Farmers Market","312963","48015","Austin",FALSE
"620","48059","Texas","Callahan",c(-316007.444142691, 1030556.72627132),23.2668655575032,"Abilene Farmers Market","314320","48441","Taylor",TRUE
"621","48073","Texas","Cherokee",c(78689.4019726659, 973937.498185673),9.49554907966258,"East Texas Farmers Market","312880","48073","Cherokee",FALSE
"622","48499","Texas","Wood",c(57547.7081826707, 1079644.66026063),10.7163850224622,"Mineola Farmers Market","312929","48499","Wood",FALSE
"623","48333","Texas","Mills",c(-245581.31697094, 938915.273139738),35.3051959741535,"Bangs Farmers Market","312844","48049","Brown",TRUE
"624","48083","Texas","Coleman",c(-325632.597775658, 972412.101326067),18.9666935394605,"Bangs Farmers Market","312844","48049","Brown",FALSE
"625","48317","Texas","Martin",c(-557173.692041035, 1043331.55659267),23.1206999169078,"Midland Downtown Farmers' Market","312927","48329","Midland",TRUE
"626","48051","Texas","Burleson",c(-59532.5193294428, 824253.903808942),18.9793207941017,"Independent Growers Market","312913","48041","Brazos",FALSE
"627","48469","Texas","Victoria",c(-94999.1262352101, 636469.648978774),2.49453442286194,"Victoria Farmers' Market","300919","48469","Victoria",FALSE
"628","48399","Texas","Runnels",c(-374609.317003082, 980795.39666488),37.2680938230414,"Concho Valley Farmers' Market","312862","48451","Tom Green",TRUE
"629","48379","Texas","Rains",c(19221.42204091, 1088846.22913547),21.5733133996609,"Main Street Farmers' Market","312924","48223","Hopkins",TRUE
"630","48065","Texas","Carson",c(-481847.987725856, 1385523.88662773),30.4559183079613,"Amarillo Community Market","312833","48375","Potter",TRUE
"631","48047","Texas","Brooks",c(-221487.514656426, 443749.856413533),45.7324348326254,"Studebaker Farmers Market","312974","48489","Willacy",TRUE
"632","48243","Texas","Jeff Davis",c(-776791.423985137, 882158.44094123),118.035582080773,"Carlsbad Downtown Farmers' Market","311746","35015","Eddy",TRUE
"633","49035","Utah","Salt Lake",c(-1328735.66986337, 2073306.90613494),1.26073527665353,"Sunnyvale Farmers Market","313019","49035","Salt Lake",FALSE
"634","26137","Michigan","Otsego",c(895311.771890457, 2501861.46268588),23.9733512480547,"Mancelona Farmers Market","311043","26009","Antrim",TRUE
"635","26129","Michigan","Ogemaw",c(941761.041081142, 2430559.16718044),6.30952965390382,"Rose City Farmers Market","311104","26129","Ogemaw",FALSE
"636","27145","Minnesota","Stearns",c(108334.241491431, 2507911.97542668),8.39138019721436,"Richmond Farmers' Market","307914","27145","Stearns",FALSE
"637","27127","Minnesota","Redwood",c(59269.597235348, 2379538.53636295),11.6553341221909,"Redwood Falls Farmers Market","301733","27127","Redwood",FALSE
"638","27113","Minnesota","Pennington",c(-2756.04894822657, 2785484.97628555),7.7414114467924,"Thief River Falls Farmers' Market","307473","27113","Pennington",FALSE
"639","28029","Mississippi","Copiah",c(522605.49020109, 992485.813348149),33.2677371428703,"Clinton's Fresh at Five Farmers Market","311365","28049","Hinds",TRUE
"640","28083","Mississippi","Leflore",c(525251.043469247, 1180494.62794634),21.038155681294,"Indianola Open Air Market","311376","28133","Sunflower",TRUE
"641","28137","Mississippi","Tate",c(550218.710194546, 1305227.51230676),12.3188628585753,"Hernando Farmers Market","300210","28033","DeSoto",FALSE
"642","28121","Mississippi","Rankin",c(567081.993750639, 1039273.73768957),13.620361270644,"Mississippi Farmers' Market","311384","28049","Hinds",FALSE
"643","28051","Mississippi","Holmes",c(547460.233023105, 1134102.63384436),26.4124691221809,"Yazoo Farmers Market","311405","28163","Yazoo",TRUE
"644","28079","Mississippi","Leake",c(602826.095341659, 1096334.14240642),16.7427241102109,"Choctaw Farmers Market","311362","28099","Neshoba",FALSE
"645","28111","Mississippi","Perry",c(665210.101169894, 924120.267480664),19.5743707507235,"East Jerusalem Farmer's Market","311370","28035","Forrest",FALSE
"646","29029","Missouri","Camden",c(281154.268760162, 1670639.34511003),1.68229416926435,"Camdenton Farmers' Market","311269","29029","Camden",FALSE
"647","29159","Missouri","Pettis",c(233779.679997593, 1747781.24040376),2.63228770205302,"Sedalia Area Farmers' Market","300587","29159","Pettis",FALSE
"648","29025","Missouri","Caldwell",c(171515.585752842, 1850221.06905771),19.1790159687932,"Lawson Farmers' Market","311313","29177","Ray",FALSE
"649","30093","Montana","Silver Bow",c(-1287409.64867608, 2659118.13435378),9.57832705148917,"Butte Farmers Market","300035","30093","Silver Bow",FALSE
"650","30019","Montana","Daniels",c(-708605.038780051, 2900090.91307073),64.4942619243543,"Glasgow Farmers' Market","311416","30105","Valley",TRUE
"651","31069","Nebraska","Garden",c(-523635.905720578, 2085714.88720472),39.4040259707149,"Bridgeport Farmer's Market","311608","31123","Morrill",TRUE
"652","31159","Nebraska","Seward",c(-95255.1528163553, 1985261.94852297),3.25746881212896,"Seward Farmer's Market","301654","31159","Seward",FALSE
"653","31103","Nebraska","Keya Paha",c(-301485.569570512, 2215078.51127864),22.4265325561622,"Bassett Farmers Market","301104","31149","Rock",TRUE
"654","31115","Nebraska","Loup",c(-284467.261811729, 2106437.15857579),34.5453655984143,"Ord Farmers' Market","311634","31175","Valley",TRUE
"655","32001","Nevada","Churchill",c(-1883700.63198955, 2062392.67025826),24.4947444923639,"E. Center St. Farmers Market & Street Celebration","311777","32001","Churchill",TRUE
"656","32015","Nevada","Lander",c(-1767632.00415048, 2075628.26662656),97.0695403143097,"E. Center St. Farmers Market & Street Celebration","311777","32001","Churchill",TRUE
"657","34035","New Jersey","Somerset",c(1780223.01181428, 2151227.1523342),0.401310798618535,"Downtown Somerville Farmers' Market","311699","34035","Somerset",FALSE
"658","35043","New Mexico","Sandoval",c(-972537.297782149, 1459474.64459641),11.3250109583019,"Jemez Springs Community Farmers' Market","311757","35043","Sandoval",FALSE
"659","35051","New Mexico","Sierra",c(-1035343.04154951, 1178939.06096159),26.1684100341923,"the Farm Market","301140","35051","Sierra",TRUE
"660","36077","New York","Otsego",c(1695418.26749892, 2369552.21725514),4.74967376983159,"Milford Farmers & Craft Market","311997","36077","Otsego",FALSE
"661","36053","New York","Madison",c(1638136.19674861, 2388838.67645003),8.7066306365624,"Hamilton Farmers Market","311929","36053","Madison",FALSE
"662","36017","New York","Chenango",c(1652695.93599347, 2344035.29113941),5.20108646744052,"Norwich Farmers Market","300650","36017","Chenango",FALSE
"663","37023","North Carolina","Burke",c(1276532.94030569, 1506889.8038874),0.920026035831594,"Morganton Farmer's Market","300435","37023","Burke",FALSE
"664","37101","North Carolina","Johnston",c(1576364.82815597, 1531416.87072466),1.24147573986185,"Smithfield Farmers Market","311550","37101","Johnston",FALSE
"665","37093","North Carolina","Hoke",c(1509117.28239149, 1462197.7381783),17.9266218470944,"Fayetteville Farmers' Market","311482","37051","Cumberland",FALSE
"666","37125","North Carolina","Moore",c(1481700.70883202, 1490654.46921208),7.3703652223463,"Moore County Farmers Market","311523","37125","Moore",FALSE
"667","37127","North Carolina","Nash",c(1600375.51877984, 1587192.19146402),10.247393856026,"Nash County Farmers Market in Rocky Mount","300091","37127","Nash",FALSE
"668","37087","North Carolina","Haywood",c(1166172.25820969, 1469014.82516335),4.85440175542994,"Haywood's Historic Farmers Market","311495","37087","Haywood",FALSE
"669","37021","North Carolina","Buncombe",c(1205513.62503797, 1480779.62733961),1.75243758344895,"French Broad Co-op Wednesday Tailgate Market","311487","37021","Buncombe",FALSE
"670","37163","North Carolina","Sampson",c(1586751.2606229, 1473426.64586181),2.7547365532227,"Sampson Farmers Market","311544","37163","Sampson",FALSE
"671","37177","North Carolina","Tyrrell",c(1759595.05816526, 1602147.31439212),27.9356631035121,"Edenton Farmers Market","300450","37041","Chowan",TRUE
"672","38055","North Dakota","McLean",c(-402582.340721506, 2746079.69275078),24.6909263350966,"Lewis & Clark Farmers' Market","311597","38055","McLean",TRUE
"673","38005","North Dakota","Benson",c(-252898.569964119, 2790277.72400371),15.2605658899674,"Leeds Farmers Market","313798","38005","Benson",FALSE
"674","38091","North Dakota","Steele",c(-130849.843606573, 2719291.40680968),43.1489742564164,"Lake Leelanau Farmers Market","311032","38063","Nelson",TRUE
"675","39033","Ohio","Crawford",c(1090315.60489249, 2057427.14080936),3.87587242363511,"T & OC Farmers' Market","312335","39033","Crawford",FALSE
"676","40117","Oklahoma","Pawnee",c(-62180.6487784133, 1474455.85298592),13.0376186640518,"Cleveland Farmers' Market","312376","40117","Pawnee",FALSE
"677","40125","Oklahoma","Pottawatomie",c(-85618.3168226239, 1350322.84542467),10.6092958284558,"Pottawatomie County Farmers' Cooperative Market","312401","40125","Pottawatomie",FALSE
"678","40087","Oklahoma","McClain",c(-130682.626132486, 1328835.16264178),8.05150150686984,"Canadian River Farmstand & Community Market","312370","40027","Cleveland",FALSE
"679","40137","Oklahoma","Stephens",c(-168703.922269912, 1270901.68784407),33.5945786658766,"Lawton Farmers Market","312386","40031","Comanche",TRUE
"680","40011","Oklahoma","Blaine",c(-217741.971719414, 1427517.42365722),42.3051862656962,"Cashion Farmers' Market","312371","40073","Kingfisher",TRUE
"681","41005","Oregon","Clackamas",c(-2032907.75752891, 2748870.49674122),9.40543241083782,"Estacada Farmers Market","312433","41005","Clackamas",FALSE
"682","41061","Oregon","Union",c(-1709701.71752501, 2679040.17372098),19.7651019503433,"North Powder Farmers Market","312459","41061","Union",FALSE
"683","13265","Georgia","Taliaferro",c(1205988.64402156, 1249888.17081981),14.4427495730297,"Washington Farmers' Market","309656","13317","Wilkes",FALSE
"684","42091","Pennsylvania","Montgomery",c(1727243.15221997, 2098836.30630261),3.6805646110325,"Farmers Market at Morgan Log House","312549","42091","Montgomery",FALSE
"685","42043","Pennsylvania","Dauphin",c(1606087.9742813, 2096470.62482194),5.87529946078901,"Yoga Nature's Organic Farmers' Market","312657","42043","Dauphin",FALSE
"686","42097","Pennsylvania","Northumberland",c(1602002.31531275, 2145543.51575022),4.25830537146558,"Sunbury Market House","312638","42097","Northumberland",FALSE
"687","01101","Alabama","Montgomery",c(916754.191787706, 1063590.41200224),9.9815868047126,"Eastchase Farmers' Market","308306","01101","Montgomery",FALSE
"688","21003","Kentucky","Allen",c(866156.721715586, 1567627.72540088),0.869620619147158,"Allen County Farmers Market","310408","21003","Allen",FALSE
"689","01001","Alabama","Autauga",c(872696.746233729, 1094407.28508491),16.8482690709291,"Millbrook Farmers' Market","308346","01051","Elmore",FALSE
"690","21133","Kentucky","Letcher",c(1153267.99354149, 1644217.86381156),1.53086334013488,"Letcher County Farmers' Market","310473","21133","Letcher",FALSE
"691","21035","Kentucky","Calloway",c(683982.375428922, 1536123.74505952),1.81930762475476,"Downtown Saturday Market","310440","21035","Calloway",FALSE
"692","22109","Louisiana","Terrebonne",c(498063.902826627, 717937.379323024),14.6481378915767,"Cajun Farmers' Market of Houma Terrebonne","310529","22109","Terrebonne",FALSE
"693","22085","Louisiana","Sabine",c(231207.490525393, 946182.739788484),30.6335393343604,"Cane River Green Market","310530","22069","Natchitoches",TRUE
"694","23031","Maine","York",c(2012276.07564621, 2545352.26403041),4.03589170380753,"Sanford Farmers' Market","310873","23031","York",FALSE
"695","24009","Maryland","Calvert",c(1666060.50151944, 1894636.36518531),12.587232735631,"North St. Mary's Farmers' Market","310824","24037","St. Mary's",FALSE
"696","24043","Maryland","Washington",c(1538038.8702571, 1990177.13743584),5.7601106925758,"Historic City Farmers' Market","310805","24043","Washington",FALSE
"697","25023","Massachusetts","Plymouth",c(2049441.30881306, 2378613.95009048),4.81455049099023,"Stonecroft Place Farmers Market","310736","25023","Plymouth",FALSE
"698","25011","Massachusetts","Franklin",c(1890401.06438537, 2410120.05363582),0.557579610168921,"Greenfield Farmers' Market","314186","25011","Franklin",FALSE
"699","26089","Michigan","Leelanau",c(801423.384781973, 2481852.89313911),6.39035282833636,"Leland Farmers Market","300078","26089","Leelanau",FALSE
"700","26083","Michigan","Keweenaw",c(572199.098860525, 2759739.68806751),30.0403405657086,"Lake Linden Farmers Market","311033","26061","Houghton",TRUE
"701","26047","Michigan","Emmet",c(866066.079645228, 2554216.40315628),10.5608053746252,"Downtown Petoskey Farmers Market","310959","26047","Emmet",FALSE
"702","26099","Michigan","Macomb",c(1060976.42963487, 2261739.44349372),0.0223501659736652,"City of St. Clair Shores Farmers Market","301478","26099","Macomb",FALSE
"703","27069","Minnesota","Kittson",c(-58194.1245971291, 2863893.49845689),22.6626825733466,"Stephen Farmers' Market","307472","27089","Marshall",TRUE
"704","28009","Mississippi","Benton",c(617496.650702596, 1328486.0927482),22.9170392784476,"Biscuits & Jam Farmers' Market","311360","28145","Union",TRUE
"705","29087","Missouri","Holt",c(66310.2310708137, 1897816.88159778),14.5872869453,"Falls City Farmers' Market","311619","31147","Richardson",FALSE
"706","29157","Missouri","Perry",c(538915.469932168, 1647522.14078961),19.4821810401971,"Crown Valley Farmers' Market","311281","29186","Ste. Genevieve",FALSE
"707","30009","Montana","Carbon",c(-1019186.20994865, 2540997.17127213),28.5061939351735,"Annual Farmers' Market","311406","30095","Stillwater",TRUE
"708","31061","Nebraska","Franklin",c(-249220.216395258, 1910597.10545198),22.122031065082,"Alma Farmers Market","311604","31083","Harlan",TRUE
"709","34011","New Jersey","Cumberland",c(1768814.5033433, 2011999.58508172),15.1776767414867,"Weymouth Community Market","311737","34001","Atlantic",FALSE
"710","34025","New Jersey","Monmouth",c(1820224.29581942, 2125592.90834323),3.43112704026304,"Tall Oaks Farm + Makers Market","314280","34025","Monmouth",FALSE
"711","34021","New Jersey","Mercer",c(1780211.0379763, 2119054.76679885),4.31688994949737,"West Windsor Community Farmers Market - main season","313805","34021","Mercer",FALSE
"712","35039","New Mexico","Rio Arriba",c(-946813.151570928, 1549136.7841575),49.4099446327807,"Espanola Farmers Market","300221","35039","Rio Arriba",TRUE
"713","36061","New York","New York",c(1827785.39581105, 2187104.31612659),0.499300345653768,"79th Street Greenmarket","311799","36061","New York",FALSE
"714","36081","New York","Queens",c(1841748.40092749, 2181687.27214775),1.29692084289771,"Queens Hospital Center Farmers Market","312058","36081","Queens",FALSE
"715","36009","New York","Cattaraugus",c(1412031.11961194, 2267739.84075392),6.63030681831944,"Salamanca Farmers market","300053","36009","Cattaraugus",FALSE
"716","36115","New York","Washington",c(1804759.91904659, 2472972.4562278),7.63756626088911,"Hudson Falls Farmers Market","311947","36115","Washington",FALSE
"717","36031","New York","Essex",c(1757107.38625621, 2553758.51740476),11.3334422959578,"Elizabethtown Farmers' Market","311897","36031","Essex",FALSE
"718","37039","North Carolina","Cherokee",c(1075735.08692373, 1409430.51578873),3.34076894187441,"Cedar Valley Farmers' Market","311457","37039","Cherokee",FALSE
"719","37091","North Carolina","Hertford",c(1679748.4709106, 1647587.90612349),3.28498946392077,"Winton Farmers' Market","311589","37091","Hertford",FALSE
"720","37121","North Carolina","Mitchell",c(1231563.40055682, 1530034.9457794),0.395039555801521,"Bakersville Main Street Farmer's Market","311443","37121","Mitchell",FALSE
"721","38105","North Dakota","Williams",c(-559307.707159406, 2838040.25841916),14.9620645120581,"Williston Downtowners Farmers' Market","311603","38105","Williams",FALSE
"722","39039","Ohio","Defiance",c(953678.533840538, 2093082.99889914),26.5617381585865,"Milan Center Market","310088","18003","Allen",TRUE
"723","39035","Ohio","Cuyahoga",c(1185014.9710176, 2136077.88442227),5.16957760451177,"Stearns Homestead Farmers' Market","312331","39035","Cuyahoga",FALSE
"724","40095","Oklahoma","Marshall",c(-70498.1958767262, 1217994.23752889),15.6273199734414,"Johnston County Farmers' Market in Tishomingo","312384","40069","Johnston",FALSE
"725","42049","Pennsylvania","Erie",c(1307524.37377493, 2220184.00877949),8.97784232212179,"Little Italy Farmers Market","312579","42049","Erie",FALSE
"726","44005","Rhode Island","Newport",c(2027010.77405859, 2326924.60217923),2.98814753496616,"Sakonnet Green Market","313936","44005","Newport",FALSE
"727","45029","South Carolina","Colleton",c(1420265.95891135, 1202896.08732127),2.79284581064021,"Colleton Farmers' Market","312680","45029","Colleton",FALSE
"728","45073","South Carolina","Oconee",c(1170890.51937898, 1379015.63954993),6.34979374854949,"Foothills Heritage Market","312686","45073","Oconee",FALSE
"729","47111","Tennessee","Macon",c(884847.126576181, 1544888.30761386),18.2961269467552,"Allen County Farmers Market","310408","21003","Allen",FALSE
"730","47183","Tennessee","Weakley",c(647390.912164676, 1496947.1480641),1.11381826849278,"Dresden Farmers Market","312777","47183","Weakley",FALSE
"731","48007","Texas","Aransas",c(-97923.6263823163, 562315.993684775),32.7858599664195,"Corpus Christi Downtown Farmers' Market","312864","48355","Nueces",TRUE
"732","48409","Texas","San Patricio",c(-149891.040983192, 550191.929928395),15.8472111397515,"Corpus Christi Downtown Farmers' Market","312864","48355","Nueces",FALSE
"733","48141","Texas","El Paso",c(-963393.916735256, 1017914.41439148),18.9782672548983,"Ardovino's Desert Crossing Farmers' Market","311743","35013","Doña Ana",FALSE
"734","48321","Texas","Matagorda",c(-1099.04863374765, 638731.466417761),11.4337726248748,"Downtown Farmers Market Bay City","312877","48321","Matagorda",FALSE
"735","48377","Texas","Presidio",c(-793170.365017165, 803701.728711012),167.366853338281,"Carlsbad Downtown Farmers' Market","311746","35015","Eddy",TRUE
"736","49019","Utah","Grand",c(-1160661.68025832, 1855829.71554878),28.1469752341463,"Moab Farmers' Market","313011","49019","Grand",TRUE
"737","49005","Utah","Cache",c(-1294364.32551895, 2187284.45339424),13.5794161763325,"Richmond Harvest Market","313016","49005","Cache",FALSE
"738","50009","Vermont","Essex",c(1897605.71555423, 2658907.31154218),16.2443661222518,"Colebrook Farmers Market","311647","33007","Coos",FALSE
"739","51185","Virginia","Tazewell",c(1265960.98220059, 1661120.74409622),1.84002145711016,"Tazewell Farmers Market","313235","51185","Tazewell",FALSE
"740","51195","Virginia","Wise",c(1175976.83357637, 1630894.33248193),2.35292900774718,"Wise Farmers' Market","313279","51195","Wise",FALSE
"741","51027","Virginia","Buchanan",c(1222275.32847665, 1670583.49066499),25.3308193730687,"Lebanon Farmers Market","313141","51167","Russell",TRUE
"742","53009","Washington","Clallam",c(-2069869.37503707, 3090044.00023238),23.7298682039007,"Port Angeles Farmers Market","313411","53009","Clallam",TRUE
"743","53047","Washington","Okanogan",c(-1752881.4599429, 3058639.17752731),14.8023335090566,"Okanogan Valley Farmers' Market","313402","53047","Okanogan",FALSE
"744","17043","Illinois","DuPage",c(651715.686635475, 2121496.43103307),1.37615514018645,"Wheaton French Market","309998","17043","DuPage",FALSE
"745","17049","Illinois","Effingham",c(634639.665225042, 1806363.10474255),5.03946912207165,"Effingham Farmers' Market","309786","17049","Effingham",FALSE
"746","55029","Wisconsin","Door",c(683369.972717997, 2470798.85307141),8.10305729051348,"Sturgeon Bay Farm and Craft Market","313606","55029","Door",FALSE
"747","06099","California","Stanislaus",c(-2162267.34453529, 1899435.36314403),3.30283474022642,"Ceres Farmers' Market","308595","06099","Stanislaus",FALSE
"748","56045","Wyoming","Weston",c(-685368.122777692, 2347405.83056508),17.5571950458668,"Old Town Farmers Market","313727","56045","Weston",FALSE
"749","05069","Arkansas","Jefferson",c(371769.330001973, 1252925.11264416),4.97738278726876,"Saracen Landing Farmers Market","308431","05069","Jefferson",FALSE
"750","05057","Arkansas","Hempstead",c(214497.288358766, 1188023.24033524),2.83004371388949,"Old Washington Farmers Market","308422","05057","Hempstead",FALSE
"751","05025","Arkansas","Cleveland",c(350165.206747605, 1210644.73219278),14.363280722882,"Dallas County Farmer's Market","301470","05039","Dallas",FALSE
"752","05147","Arkansas","Woodruff",c(429361.273941634, 1358383.37314955),5.45803549567947,"The Market at McCrory","308437","05147","Woodruff",FALSE
"753","06105","California","Trinity",c(-2242987.42461948, 2281865.50160763),10.6971985220123,"Weaverville Farmers' Market","308993","06105","Trinity",FALSE
"754","08059","Colorado","Jefferson",c(-786087.105522042, 1878862.6114529),2.36614774354653,"Indian Hills Farmer's Market","309076","08059","Jefferson",FALSE
"755","08117","Colorado","Summit",c(-858788.355557424, 1891713.19472901),9.16139493963636,"Vail Farmers' Market","309133","08037","Eagle",FALSE
"756","08109","Colorado","Saguache",c(-891521.747820773, 1720141.58360733),31.9257695703302,"Crestone Farmers Market","309041","08109","Saguache",TRUE
"757","08065","Colorado","Lake",c(-883388.673035618, 1845728.72390184),25.1299804985088,"Aspen Saturday Market","309018","08097","Pitkin",TRUE
"758","08027","Colorado","Custer",c(-812276.537985791, 1715074.14608235),5.70333578849846,"Westcliffe Farmers Market","309136","08027","Custer",FALSE
"759","12069","Florida","Lake",c(1392523.92663974, 736990.639679228),13.7140804599481,"Market on Fifth","314293","12095","Orange",FALSE
"760","12083","Florida","Marion",c(1351881.17473848, 781170.991680015),3.41974165468308,"""""Health Happens"""" Farmers' Market","309350","12083","Marion",FALSE
"761","49015","Utah","Emery",c(-1256369.09745536, 1871859.16071394),42.4066293764602,"High Desert Growers' Farmers' Market","313006","49007","Carbon",TRUE
"762","51179","Virginia","Stafford",c(1593455.65051041, 1865919.34334046),2.66337527443642,"North Stafford Farmers' Market","313170","51179","Stafford",FALSE
"763","51031","Virginia","Campbell",c(1478302.5573642, 1705583.23806992),11.8833760461813,"Altavista Farmers' Market","313030","51031","Campbell",FALSE
"764","51139","Virginia","Page",c(1502185.5698593, 1871071.11900532),10.6464113458339,"New Market Farmers' Market","313167","51171","Shenandoah",FALSE
"765","51127","Virginia","New Kent",c(1652901.6968168, 1773182.93553435),11.0553799679053,"West Point Farmers Market","313272","51101","King William",FALSE
"766","51111","Virginia","Lunenburg",c(1557712.15275481, 1690704.2933771),2.81312533195828,"J&E Farmer’s Market","314129","51111","Lunenburg",FALSE
"767","51161","Virginia","Roanoke",c(1392972.05929097, 1697965.51397587),1.73049544617154,"Salem Farmers Market","300156","51775","Salem",FALSE
"768","51007","Virginia","Amelia",c(1572398.25636777, 1737968.35624049),10.8266345377959,"Skinquarter Farm Market","313206","51041","Chesterfield",FALSE
"769","51167","Virginia","Russell",c(1222531.1964101, 1632940.67355817),2.56505157089691,"Lebanon Farmers Market","313141","51167","Russell",FALSE
"770","51047","Virginia","Culpeper",c(1549815.11395634, 1864874.27763212),2.47426108985206,"Culpeper Downtown Farmers Market","313080","51047","Culpeper",FALSE
"771","51159","Virginia","Richmond",c(1666391.27970869, 1825959.71967044),2.09909535594333,"Warsaw Farmers Market","313266","51159","Richmond",FALSE
"772","51053","Virginia","Dinwiddie",c(1607608.21873126, 1715104.48377673),15.1138688260569,"Woods Farmers Market","313281","51041","Chesterfield",FALSE
"773","51097","Virginia","King and Queen",c(1656923.68992093, 1798389.11955135),6.95875507834566,"KQCD Farmers Market","313137","51097","King and Queen",FALSE
"774","51610","Virginia","Falls Church",c(1607212.08289262, 1921691.9072353),0.126758438929661,"Falls Church Farmers Market","313095","51610","Falls Church",FALSE
"775","51113","Virginia","Madison",c(1523869.46182197, 1851679.39969467),11.920198592376,"Greene Farmers Market","313123","51079","Greene",FALSE
"776","51580","Virginia","Covington",c(1390433.20505225, 1755424.55542808),1.12818857079754,"Covington Farmers Market","313077","51580","Covington",FALSE
"777","53037","Washington","Kittitas",c(-1860952.99409675, 2924425.15727806),27.0853401353007,"Wenatchee Valley Farmers' Market","313442","53007","Chelan",TRUE
"778","53007","Washington","Chelan",c(-1835495.50462664, 3002631.09340329),18.8110575492907,"Leavenworth Community Farmers Market","313804","53007","Chelan",FALSE
"779","54085","West Virginia","Ritchie",c(1273225.47505568, 1895151.44595442),2.7853468637328,"Ritchie County Farmers' Market","313677","54085","Ritchie",FALSE
"780","54019","West Virginia","Fayette",c(1291846.18049092, 1767654.98424438),2.11382729225665,"Fayette Co Farmers Market, WV","314305","54019","Fayette",FALSE
"781","54083","West Virginia","Randolph",c(1381085.02933808, 1867090.88414129),24.6366743255113,"Market at Hendricks Station","313667","54093","Tucker",TRUE
"782","54093","West Virginia","Tucker",c(1400953.30216772, 1909086.40621259),4.49309444803508,"Market at Hendricks Station","313667","54093","Tucker",FALSE
"783","54007","West Virginia","Braxton",c(1310851.12396887, 1846880.3724014),3.27492531209772,"Braxton County Tailgate Market","313645","54007","Braxton",FALSE
"784","54021","West Virginia","Gilmer",c(1295146.61036313, 1869795.47925002),2.15062096471417,"Gilmer County Farmers' Market","313655","54021","Gilmer",FALSE
"785","55057","Wisconsin","Juneau",c(470635.109135221, 2340429.59644018),8.64907157737293,"Mauston Farmers' Market","301161","55057","Juneau",FALSE
"786","55107","Wisconsin","Rusk",c(380348.481168351, 2508310.8456088),1.7976253296838,"Rusk County Farmers Market","300111","55107","Rusk",FALSE
"787","56013","Wyoming","Fremont",c(-1020243.01406517, 2294960.57583389),12.1085653767187,"Riverton/Lander Winter Farmers Market","313734","56013","Fremont",FALSE
"788","56003","Wyoming","Big Horn",c(-948592.750504282, 2452919.55078422),3.78756781894403,"GPS Year Round Farmers Market","313710","56003","Big Horn",FALSE
"789","56025","Wyoming","Natrona",c(-874263.847130507, 2268108.39100841),23.8252509879573,"Natrona County Master Gardeners Farmers Market","313726","56025","Natrona",TRUE
"790","01097","Alabama","Mobile",c(743207.776337084, 887312.535224488),7.11990852391533,"Market on the Hill","308343","01097","Mobile",FALSE
"791","01129","Alabama","Washington",c(737381.126079269, 956049.883340095),20.2949769279954,"Jackson Farmers' Market","308331","01025","Clarke",TRUE
"792","01107","Alabama","Pickens",c(731247.00969239, 1165077.89652729),0.455382235038776,"Pickens County Farmers' Market","308355","01107","Pickens",FALSE
"793","01073","Alabama","Jefferson",c(838206.891659677, 1205353.54815454),3.27093901542526,"Adamsville Farmers' Market","308275","01073","Jefferson",FALSE
"794","04015","Arizona","Mohave",c(-1583915.86920119, 1553359.82931079),38.9529837446317,"Kingman Farmers Market","308476","04015","Mohave",TRUE
"795","05073","Arkansas","Lafayette",c(221521.449726918, 1133031.58612037),8.08859613466037,"Lafayette County Farmers Market at Lewisville","308417","05073","Lafayette",FALSE
"796","06071","California","San Bernardino",c(-1816366.02689039, 1502672.51222977),49.524529291942,"29 Palms Farmers' Market","301153","06071","San Bernardino",TRUE
"797","06001","California","Alameda",c(-2234714.32901282, 1929532.49063862),4.46246971962088,"Dublin Farmers' Market","308635","06001","Alameda",FALSE
"798","06051","California","Mono",c(-1972951.62008963, 1894635.96832664),48.0915309338938,"Bishop Farmers' Market","308572","06027","Inyo",TRUE
"799","09180","Connecticut","Southeastern Connecticut",c(1959373.61268058, 2302900.45784037),4.9725659013748,"Bozrah Farmers Market","309145","09180","Southeastern Connecticut",FALSE
