"","county_fips","GEOID","state","county_name_hub","distance_nearest_hub_mile","nearest_hub_name","nearest_hub_id","hub_county_geoid","hub_county_name","hub_products","hub_desert","centroid_x","centroid_y","fips","ansicode","county_name_spma","state_name","state_abbrev","all_farms","all_sales","annual_avg_estabs_count_naics_4244_grocery_and_related_product_wholesalers","annual_avg_estabs_count_naics_4245_farm_product_raw_material_merch._whls.","annual_avg_estabs_count_naics_44511_supermarkets_and_other_grocery_stores","annual_avg_estabs_count_naics_4451_grocery_stores","d2c_farms_pct","d2c_sales_pct","intermediated_farms_pct","intermediated_sales_pct","local_sales_pct","number_colleges_universities","number_csa","number_farmersmarket","number_foodhub","number_healthcare_facilities","number_k12_schools","number_onfarmmarket","overall_food_insecurity_rate","pct_households_with_no_vehicle","pct_laccess_lowi","total_acres_operated","valueadded_farms_pct","distance_nearest_farmersmarket_mile","nearest_farmersmarket_name","nearest_farmersmarket_id","market_county_geoid","market_county_name","farmersmarket_desert","...48","farm_sale","county_name.x","state_name.x","fruitnut_sale","share","direct_to_consumer","foodhub_present","foodhub_share","interm_sales","foodhub_inter","spma_raw","lnspma","spma"
"463","30083","30083","Montana","Richland",236.506724060997,"Yellowstone Valley Food Hub",500221,"30111","Yellowstone","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,-645382.112005377,2783808.16671755,30083,1715338,"Richland","Montana","MT",448,119035000,2,2,3,4,2.455357075,0.014281514,0.669642866,0.054605789,0.114252113,0,NA,1,NA,5,15,NA,10.7,7.400000095,11.5860548,715887,3.125,19.4132013812969,"Richland County Farmers' Market",311432,"30083","Richland",FALSE,1610,7037000,"RICHLAND","MONTANA",NA,NA,45.1081075107273,FALSE,99.985718486,119017999.99981,2127.77480892635,2172.88291643708,7.6838100977358,26.554702698921
"464","31169","31169","Nebraska","Thayer",54.857067773,"Robinette Farms",501236,"31109","Lancaster",NA,TRUE,-134631.121421962,1907844.40292164,31169,835906,"Thayer","Nebraska","NE",437,336648000,NA,9,4,4,1.830663562,0.033566218,0.68649888,0.008911385,NA,0,NA,NA,NA,7,9,NA,13.3,4.099999905,5.606667519,151914,2.517162561,24.6612193795259,"Belleville Farmer's Market",300376,"20157","Republic",TRUE,1709,8463000,"THAYER","NEBRASKA",NA,NA,185.80156014422,FALSE,99.966433782,336534999.998427,111831.733812354,112017.535372498,11.626410703848,44.3469295110886
"465","32033","32033","Nevada","White Pine",205.319554166364,"Fallon Food Hub",500105,"32001","Churchill","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Nuts;Red/other non-poultry meat and products;Soap/body care products;",TRUE,-1601293.04787277,1984102.67264706,32033,858615,"White Pine","Nevada","NV",140,38606000,1,NA,2,2,7.142857075,0.442936331,8.571428299,0.362637937,NA,0,NA,1,NA,2,9,NA,13.1,1.899999976,12.45744896,163315,15.71428585,13.365638725396,"Ely Farmers' Market",311778,"32033","White Pine",FALSE,1732,1711000,"WHITE PINE","NEVADA",363000,0.212156633547633,957.230822751182,FALSE,99.557063669,38435000.0000541,911.730031540556,1868.96085429174,7.533137862502,25.8747467887484
"466","33015","33015","New Hampshire","Rockingham",0.59743587263138,"Three River Farmers Alliance",501129,"33015","Rockingham",NA,FALSE,1994485.22178438,2483829.0182406,33015,873181,"Rockingham","New Hampshire","NH",527,22220000,58,1,43,110,25.8064518,23.11881256,9.48766613,10.86408615,42.4257431,1,5,13,2,27,99,12,9,3,5.206726551,23262,35.29411697,6.62568378617125,"Seacoast Eat Local Winter Farmers' Market - Exeter High School",300487,"33015","Rockingham",FALSE,1741,13432000,"ROCKINGHAM","NEW HAMPSHIRE",4352000,0.324002382370459,117016.786717363,TRUE,76.88118744,17082999.849168,47860975.387545,47977992.1742624,17.686252967361,71.6938760496841
"467","33017","33017","New Hampshire","Strafford",22.039543159767,"Three River Farmers Alliance",501129,"33015","Rockingham",NA,TRUE,1993092.78508687,2519218.71000742,33017,873182,"Strafford","New Hampshire","NH",332,15688000,15,NA,18,40,32.53012085,20.51249313,7.530120373,9.816420555,32.31132126,1,NA,6,NA,18,38,10,11.4,5.099999905,5.66513586,25709,40.0602417,2.70094816099972,"Rochester Downtown Farmers' Market",311670,"33017","Strafford",FALSE,1742,1921000,"STRAFFORD","NEW HAMPSHIRE",2014000,1.04841228526809,441116.732151566,FALSE,79.48750687,12470000.0777656,25672.0931515215,466788.825303087,13.0536322401686,50.7877161446776
"468","34009","34009","New Jersey","Cape May",57.4285288545328,"Philadelphia Wholesale Produce Market",500052,"42101","Philadelphia","Fresh fruits;Fresh vegetables;Herbs;Mushrooms;",TRUE,1800191.24199205,1993270.4172645,34009,882274,"Cape May","New Jersey","NJ",171,17641000,16,NA,29,48,28.65497017,4.500878811,18.71344948,8.576611519,14.85743427,0,2,3,NA,13,32,2,12.3,6.199999809,8.743701935,6024,47.36841965,6.36663849730749,"Woodbine Farmers Market",311739,"34009","Cape May",FALSE,1748,2918000,"CAPE MAY","NEW JERSEY",698000,0.239204934886909,19588.4529341525,FALSE,95.499121189,16846999.9689515,5108.19176774763,24696.6447019001,10.1144226713604,37.5236073694552
"469","34023","34023","New Jersey","Middlesex",23.6614269244773,"Zone 7",501232,"34019","Hunterdon",NA,TRUE,1800096.24304894,2141509.61452953,34023,882230,"Middlesex","New Jersey","NJ",193,41613000,160,3,186,333,21.24352264,3.921851397,5.699481964,0.07930214,4.66440773,8,1,7,NA,69,213,7,10.4,8.100000381,3.902510881,9026,26.94300461,2.50682578872531,"Cook's Market at Rutgers Gardens",313811,"34023","Middlesex",FALSE,1755,6754000,"MIDDLESEX","NEW JERSEY",1528000,0.2262363044122,259699.941979559,FALSE,96.078148603,39980999.9781664,71412.0974519752,331112.039431534,12.7102120847937,49.2379245459985
"470","34007","34007","New Jersey","Camden",15.259960691491,"Papermill Food Hub",501258,"42101","Philadelphia",NA,FALSE,1770823.82536219,2061786.46955668,34007,882273,"Camden","New Jersey","NJ",149,34182000,71,1,126,218,16.7785244,12.37200832,9.395973206,22.61716652,35.38997269,2,NA,2,NA,64,157,2,12.7,10.5,4.452288151,4908,26.1744957,6.41424227204457,"Wiley Church Farm Market",311738,"34005","Burlington",FALSE,1747,365000,"CAMDEN","NEW JERSEY",11002000,30.1424657534247,102789.074085152,FALSE,87.62799168,29953000.1160576,128627.402135803,231416.476220956,12.3519742935447,47.6212636991678
"471","35045","35045","New Mexico","San Juan",16.469299728902,"Harvest Food Hub & Kitchen",501234,"35045","San Juan",NA,FALSE,-1090289.08373422,1566434.62401193,35045,936844,"San Juan","New Mexico","NM",2877,127261000,6,3,13,16,5.457073212,0.906012058,1.807438254,NA,NA,1,NA,NA,2,9,60,NA,18,6.099999905,19.21331024,2302011,7.264511585,50.1619003354154,"Local Brands Farm and Ranch Markets Cooperative",309082,"08067","La Plata",TRUE,1788,4072000,"SAN JUAN","NEW MEXICO",NA,NA,458.227708887625,TRUE,99.093987942,126107999.994869,464935.139539747,465393.367248635,13.0506382780269,50.7742049476748
"472","35055","35055","New Mexico","Taos",66.9345530015447,"Beck and Bulow",500205,"35049","Santa Fe","Red/other non-poultry meat and products;",TRUE,-852412.571196821,1546664.12655813,35055,933056,"Taos","New Mexico","NM",622,7732000,2,5,8,11,6.270096302,2.017589331,2.572347164,1.901189804,5.988101482,1,1,NA,NA,4,26,1,15.3,4.5,13.80236435,169995,8.842443466,29.9938975456292,"Dixon Farmers' Market",311748,"35039","Rio Arriba",TRUE,1793,433000,"TAOS","NEW MEXICO",401000,0.926096997690531,173.403879968091,FALSE,97.982410669,7575999.99292708,1690.98295781539,1864.38683778348,7.53068750471368,25.8636887775785
"473","36103","36103","New York","Suffolk",40.4088172056626,"Real Food CT",501103,"09190","Western Connecticut",NA,TRUE,1916512.14923572,2218892.22101837,36103,974149,"Suffolk","New York","NY",578,364160000,370,6,364,722,26.12456703,13.734622,18.33909988,17.20150566,31.76625633,5,9,14,NA,156,344,17,8.7,5.199999809,4.040906429,22336,44.46366882,8.03829643662545,"Greater Bellport Farmers Market",311922,"36103","Suffolk",FALSE,1846,23993000,"SUFFOLK","NEW YORK",53613000,2.23452673696495,774071.210999185,FALSE,86.265378,314144000.5248,192387.341322284,966458.552321469,13.7813936924083,54.0719688796179
"474","36047","36047","New York","Kings",4.09085485523018,"Happy Valley Meat Company",500114,"36047","Kings","Poultry/fowl meat and products;Red/other non-poultry meat and products;",FALSE,1833664.15540634,2172617.82374595,36047,974122,"Kings","New York","NY",15,7109000,688,7,1490,2113,33.33333206,10.19834042,13.33333302,NA,NA,43,3,12,1,119,584,3,17.1,55.29999924,0.00164707,NA,46.66666794,1.30182870037237,"High School For Public Service Farmers Market",311938,"36047","Kings",FALSE,1820,17000,"KINGS","NEW YORK",23000,1.35294117647059,427789.71120479,TRUE,89.80165958,6383999.9795422,381473.817276732,809263.528481523,13.6038798889568,53.270881940098
"475","36105","36105","New York","Sullivan",5.0549283461071,"Catskills Food Hub",500185,"36105","Sullivan","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;",FALSE,1739212.85290625,2274260.06870658,36105,974150,"Sullivan","New York","NY",367,37535000,10,2,28,41,25.34059906,23.6072998,7.356948376,0.847209275,26.85759926,2,2,6,1,14,20,1,14,9.899999619,2.845617533,37216,32.69754791,3.88251861408866,"Kauneonga Lake Farmers Market",311961,"36105","Sullivan",FALSE,1847,2575000,"SULLIVAN","NEW YORK",610000,0.236893203883495,587835.273188375,TRUE,76.3927002,28674000.02007,1122169.01666043,1710004.28984881,14.3520064371592,56.6470385838082
"476","13123","13123","Georgia","Gilmer",42.1463694086383,"SocialBites Food Hub",501295,"13057","Cherokee",NA,TRUE,1046583.78339546,1355896.51451885,13123,351260,"Gilmer","Georgia","GA",264,277584000,1,1,6,13,9.090909004,1.200357318,2.272727251,0.604501724,NA,0,NA,3,NA,1,5,6,16.4,3.700000048,7.080071926,26386,11.36363602,1.2463674011607,"River Street Farmers Market",309615,"13123","Gilmer",FALSE,422,1110000,"GILMER","GEORGIA",3120000,2.81081081081081,2144928.45770872,FALSE,98.799642682,274252000.142403,154393.660810815,2299322.11851954,14.6481249063792,57.9833664277865
"477","13305","13305","Georgia","Wayne",98.4857922763129,"Gullah Farmers Cooperative Association",501263,"45013","Beaufort",NA,TRUE,1326970.6077939,1040326.99557921,13305,350608,"Wayne","Georgia","GA",272,45250000,3,NA,2,4,4.411764622,0.13701658,2.573529482,0.417679548,NA,0,NA,2,NA,5,10,2,18.1,6.800000191,8.361275673,35879,6.985294342,4.52297229895358,"Wayne County Farmers Market",309657,"13305","Wayne",FALSE,512,1076000,"WAYNE","GEORGIA",NA,NA,3030.70629366664,FALSE,99.86298342,45187999.99755,4658.82024577629,7689.52653944292,8.94761449226136,32.2580180179399
"478","13189","13189","Georgia","McDuffie",28.202104211599,"Augusta Locally Grown",501261,"13245","Richmond",NA,TRUE,1243596.68143036,1245793.91507964,13189,348794,"Mcduffie","Georgia","GA",243,52928000,NA,1,1,6,7.407407284,0.256952852,2.469135761,0.098246671,0.459114283,0,NA,NA,NA,2,6,NA,16.3,4.800000191,0.168495446,45677,9.876543045,21.8478027040693,"Growing Augusta Pop-Up Market",301357,"13245","Richmond",TRUE,455,2181000,"MCDUFFIE","GEORGIA",33000,0.015130674002751,284.920301620301,FALSE,99.743047148,52791999.9944934,66375.0848413106,66660.0051429309,11.1073604290134,42.0045516900997
"479","13029","13029","Georgia","Bryan",57.8168816623811,"Gullah Farmers Cooperative Association",501263,"45013","Beaufort",NA,TRUE,1363356.41682949,1098009.3257526,13029,350496,"Bryan","Georgia","GA",89,2395000,1,NA,8,9,5.617977619,1.544885159,NA,NA,NA,0,NA,1,NA,3,10,NA,11.8,3,9.644585609,20698,NA,9.2740080938244,"Richmond Hill Farmers' Market",309612,"13029","Bryan",FALSE,376,287000,"BRYAN","GEORGIA",NA,NA,430.196405876034,FALSE,98.455114841,2358000.00044195,705.398402856211,1135.59480873224,7.03491185320077,23.6263450238154
"480","13025","13025","Georgia","Brantley",103.083836201336,"Farmers and You",500274,"12107","Putnam","Fresh fruits;Fresh vegetables;Coffee/tea;Fish/seafood;Wild harvested forest products;",TRUE,1326652.25788189,1000390.13995793,13025,351605,"Brantley","Georgia","GA",207,34521000,2,NA,1,3,6.76328516,0.263607651,4.347826004,5.987659454,NA,0,1,NA,NA,1,7,NA,17,6.5,2.651021481,27611,11.11111069,23.7453512642866,"Way Green Local Fare Market",300351,"13299","Ware",TRUE,374,647000,"BRANTLEY","GEORGIA",5882000,9.09119010819165,161.392809588455,FALSE,99.736392349,34430000.0027983,3240.08108166081,3401.47389124926,8.13196411409764,28.5771388273821
"481","13279","13279","Georgia","Toombs",70.8730908216085,"Middle Georgia Growers Cooperative",500107,"13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,1279077.30485845,1097468.01401133,13279,345220,"Toombs","Georgia","GA",296,123380000,4,NA,6,13,5.067567348,0.042146213,3.040540457,NA,NA,1,NA,NA,NA,7,9,NA,18,10.30000019,5.275961876,54897,8.108108521,32.6858698256051,"Swainsboro Emanuel Farmers Market",309635,"13107","Emanuel",TRUE,499,790000,"TOOMBS","GEORGIA",NA,NA,48.6724525126121,FALSE,99.957853787,123328000.002401,24552.6822022256,24601.3546547382,10.1105567876701,37.5061613518849
"482","13107","13107","Georgia","Emanuel",60.9462390467638,"Middle Georgia Growers Cooperative",500107,"13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,1274318.65754549,1149513.89834544,13107,347508,"Emanuel","Georgia","GA",404,28143000,1,2,3,4,3.217821836,0.198983759,2.72277236,3.190846682,NA,1,NA,1,NA,5,6,NA,20.3,8.699999809,14.70948315,99141,5.940594196,1.7987003203109,"Swainsboro Emanuel Farmers Market",309635,"13107","Emanuel",FALSE,414,3618000,"EMANUEL","GEORGIA",2710000,0.749032614704257,17308.9370134674,FALSE,99.801016241,28087000.0007046,7561.56226686795,24870.4992803354,10.1214376122025,37.555264499103
"483","13317","13317","Georgia","Wilkes",48.0435916215431,"Augusta Locally Grown",501261,"13245","Richmond",NA,TRUE,1215020.26433417,1275489.58643296,13317,351265,"Wilkes","Georgia","GA",248,123925000,NA,1,2,4,6.048387051,0.192858577,0.806451619,NA,NA,0,NA,1,NA,2,5,NA,16.5,4.599999905,6.809672832,60037,6.854838848,2.99314349859599,"Washington Farmers' Market",309656,"13317","Wilkes",FALSE,518,1444000,"WILKES","GEORGIA",69000,0.0477839335180055,26677.3574929241,FALSE,99.807141423,123686000.008453,53585.7867252605,80263.1442181845,11.2930658184608,42.8426057410649
"484","13133","13133","Georgia","Greene",49.2568474705324,"One Source Foods",500076,"13247","Rockdale","Baked goods;Coffee/tea;Fish/seafood;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,1179503.48428031,1247677.60318588,13133,348672,"Greene","Georgia","GA",222,80450000,NA,2,7,8,7.207207203,0.535736501,2.702702761,NA,NA,0,NA,2,NA,3,5,NA,12,3.700000048,10.01536465,35212,9.909910202,1.01126245242076,"Ripe Thing Market",309614,"13133","Greene",FALSE,427,1717000,"GREENE","GEORGIA",114000,0.0663948747815958,421453.359889069,FALSE,99.464263499,80018999.9849455,32980.70189974,454434.061788809,13.0268081035023,50.6666637806953
"485","13263","13263","Georgia","Talbot",66.8108222653317,"Royal Food Service",500078,"13121","Fulton","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;",TRUE,1066380.72181001,1134176.00052138,13263,326757,"Talbot","Georgia","GA",106,778000,NA,NA,NA,3,2.830188751,1.15681231,0.943396211,NA,NA,0,NA,NA,NA,NA,1,1,17.3,11.60000038,16.07052803,28800,3.773584843,17.9711553944456,"Bluebird Market",309484,"13293","Upson",FALSE,491,337000,"TALBOT","GEORGIA",41000,0.121661721068249,27.8670180843619,FALSE,98.84318769,769000.0002282,172.279144431684,200.146162516046,5.29904791221479,15.7927123435978
"486","13205","13205","Georgia","Mitchell",112.714587599763,"Middle Georgia Growers Cooperative",500107,"13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,1118062.52329865,975064.157203963,13205,343645,"Mitchell","Georgia","GA",367,346092000,2,3,4,6,4.359673023,0.083214864,4.632152557,NA,NA,0,NA,1,NA,3,8,NA,19.8,13.30000019,7.944093704,124490,8.991826057,7.89087230021413,"Pelham State Farmers Market",309608,"13205","Mitchell",FALSE,462,13383000,"MITCHELL","GEORGIA",23943000,1.78906074871105,4625.32695996577,FALSE,99.916785136,345804000.012885,27218.8492208308,31844.1761807965,10.3686097928146,38.6707068019045
"487","13283","13283","Georgia","Treutlen",49.3147289805729,"Middle Georgia Growers Cooperative",500107,"13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,1252698.7476168,1125478.89815006,13283,347505,"Treutlen","Georgia","GA",152,13866000,2,NA,1,1,9.210526466,0.302899182,0.657894731,NA,NA,0,NA,NA,NA,1,2,1,20.9,9.899999619,19.32761574,27144,9.868420601,18.9307090102603,"Swainsboro Emanuel Farmers Market",309635,"13107","Emanuel",FALSE,501,329000,"TREUTLEN","GEORGIA",876000,2.66261398176292,117.196741435474,FALSE,99.697100818,13823999.9994239,5684.34493459476,5801.54167603023,8.66587896742641,30.9865977398785
"488","13197","13197","Georgia","Marion",72.2062814178575,"Middle Georgia Growers Cooperative",500107,"13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,1071808.93783133,1095963.55021466,13197,344107,"Marion","Georgia","GA",199,17784000,NA,NA,4,5,9.045226097,1.147098541,1.507537723,0.387989193,1.591318011,0,NA,NA,NA,1,2,NA,16.9,6.300000191,0.002615234,50485,10.55276394,23.517955787549,"Midland Community Farmers Market",309589,"13215","Muscogee",TRUE,459,910000,"MARION","GEORGIA",NA,NA,368.834075905959,FALSE,98.852901459,17579999.9954686,3371.85516262117,3740.68923852713,8.2270251618058,29.0061317411466
"489","13079","13079","Georgia","Crawford",37.1044715075244,"Middle Georgia Growers Cooperative",500107,"13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,1116746.15419894,1142119.0793999,13079,342918,"Crawford","Georgia","GA",180,93757000,NA,NA,1,2,5,0.072527915,1.666666627,NA,NA,0,NA,NA,NA,2,4,3,15.8,6.199999809,16.44565582,23992,6.666666508,13.8008666212941,"Downtown Byron Saturday Market",309520,"13225","Peach",FALSE,400,420000,"CRAWFORD","GEORGIA",6644000,15.8190476190476,357.022986009675,FALSE,99.927472085,93689000.0027335,68051.249409621,68408.2723956307,11.1332490377544,42.1213821897088
"490","13007","13007","Georgia","Baker",114.026769761944,"Middle Georgia Growers Cooperative",500107,"13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,1093106.68446867,983285.988247645,13007,342832,"Baker","Georgia","GA",106,58896000,0,1,2,2,NA,NA,1.886792421,NA,NA,0,NA,NA,NA,NA,4,NA,19.6,7.199999809,28.04342079,85607,NA,22.4738054567726,"Albany State Farmers Market",309472,"13095","Dougherty",TRUE,365,1369000,"BAKER","GEORGIA",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
"491","15009","15009","Hawaii","Maui",7.18776049436019,"Maui Hub",500222,"15009","Maui","Fresh fruits;Fresh vegetables;Baked goods;Coffee/tea;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Pet food;Soap/body care products;",FALSE,-6045763.29370319,1762844.36090314,15009,365283,"Maui","Hawaii","HI",1405,93906000,23,NA,42,74,24.55516052,8.509572983,17.65124512,9.587246895,27.90130615,1,NA,3,2,16,34,1,13.3,4.400000095,5.75954771,208409,42.20640564,NA,NA,NA,NA,NA,NA,524,18921000,"MAUI & KALAWAO","HAWAII",14701000,0.776967390729877,NA,TRUE,91.490427017,85915000.394584,1662959.99445522,NA,NA,NA
"492","16037","16037","Idaho","Custer",62.2097657742687,"Kraay's Market & Garden",500165,"16013","Blaine","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Wine/spirits/beer/hard cider;Prepared Meals;",TRUE,-1446730.52663389,2500736.26231014,16037,399758,"Custer","Idaho","ID",235,31092000,2,NA,4,4,3.40425539,0.209056988,NA,NA,NA,0,NA,1,NA,1,6,NA,15.6,3.700000048,8.277060509,95254,NA,18.909001252036,"Challis Community Farmers' Market",309680,"16037","Custer",FALSE,543,6210000,"CUSTER","IDAHO",NA,NA,181.792585701176,FALSE,99.790943012,31027000.001291,8017.1988099662,8198.99139566738,9.01176642515879,32.5475238174319
"493","16015","16015","Idaho","Boise",38.2666680669525,"Global Gardens Boise",500226,"16001","Ada","Fresh vegetables;Wild harvested forest products;",TRUE,-1565757.45097047,2496227.43478691,16015,395157,"Boise","Idaho","ID",108,7330000,1,NA,4,6,11.11111069,0.654843092,NA,NA,NA,0,NA,1,NA,NA,7,NA,11.4,2.900000095,13.84859276,42294,NA,14.6949764574107,"Crouch Farmers' Market",309682,"16015","Boise",FALSE,532,59000,"BOISE","IDAHO",NA,NA,222.281559887383,FALSE,99.345156908,7282000.0013564,4972.89599362058,5195.17755350796,8.5554860807179,30.4884150744259
"494","18145","18145","Indiana","Shelby",18.8595370298417,"Hoosier Harvest Market",500007,"18059","Hancock","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;",FALSE,867920.063812178,1880254.03533908,18145,450387,"Shelby","Indiana","IN",548,208193000,2,3,2,6,7.299270153,0.396747261,2.189780951,0.010086794,NA,0,NA,3,NA,10,17,2,14.6,5.400000095,4.856451035,91139,9.489050865,0.59315448530916,"Shelby County Farmers Market",301167,"18145","Shelby",FALSE,743,2972000,"SHELBY","INDIANA",567000,0.190780619111709,2347709.85459443,FALSE,99.603252739,207366999.974906,583012.129131983,2930721.98372642,14.8907593614672,59.0783308151709
"495","18053","18053","Indiana","Grant",46.6974384118183,"Plowshares Cooperative Food Hub",501169,"18003","Allen",NA,TRUE,867439.845388133,1992020.61865294,18053,450355,"Grant","Indiana","IN",457,167757000,4,2,7,12,3.063457251,0.096568249,1.094091892,NA,NA,3,1,3,NA,19,30,NA,18.3,7.900000095,8.250734329,79256,4.157549381,3.10228713116946,"Marion Open Air Market",310082,"18053","Grant",FALSE,697,5469000,"GRANT","INDIANA",37000,0.00676540501005668,16832.5930972401,FALSE,99.903431751,167595000.002525,76855.4981478659,93688.0912451059,11.4477263656467,43.5405601648936
"496","18175","18175","Indiana","Washington",27.8587613136175,"New Root's Fresh Stop Project",500062,"21111","Jefferson","Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,852108.848344307,1774467.30619705,18175,451665,"Washington","Indiana","IN",783,258198000,1,1,2,3,4.214559555,0.097599514,3.448275805,0.065840945,NA,0,NA,NA,NA,3,8,NA,15.2,6.099999905,3.129981041,127346,7.662835121,19.1938009056847,"Orange County HomeGrown Farmers Market (Orleans)",310105,"18117","Orange",FALSE,758,8970000,"WASHINGTON","INDIANA",121000,0.0134894091415831,684.035368440805,FALSE,99.902400486,257946000.006842,332357.27744581,333041.31281425,12.7160218237727,49.2641428227049
"497","18159","18159","Indiana","Tipton",34.216957830129,"This Old Farm, Inc.",500126,"18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,836656.444041674,1965691.78117048,18159,450394,"Tipton","Indiana","IN",416,203027000,NA,1,3,3,4.567307472,0.036448356,1.682692289,0.035463262,NA,0,NA,1,NA,2,5,2,13.7,1.200000048,7.321813107,80478,6.25,2.11409193709266,"Tipton County Chamber of Commerce Farmers' Market",310135,"18159","Tipton",FALSE,750,7028000,"TIPTON","INDIANA",NA,NA,16557.0897108369,FALSE,99.963551644,202952999.996264,173345.545593884,189902.635304721,12.1542667740328,46.729046256657
"498","19069","19069","Iowa","Franklin",50.6131890552898,"Iowa Choice Harvest, LLC",501167,"19127","Marshall",NA,TRUE,222815.995194623,2196016.77951626,19069,465223,"Franklin","Iowa","IA",849,694801000,1,6,5,6,1.884570122,0.011226236,0.353356898,NA,NA,0,1,3,NA,9,7,1,12.9,3.900000095,5.708234787,126038,2.23792696,2.69679053809258,"Hampton Community Farmers Market",301678,"19069","Franklin",FALSE,797,26288000,"FRANKLIN","IOWA",NA,NA,10725.0708820351,FALSE,99.988773764,694723000.00001,271196.619971745,281921.69085378,12.5493846193488,48.512139961482
"499","19073","19073","Iowa","Greene",46.8902344004984,"Iowa Food Cooperative",500005,"19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,131813.398301845,2116070.16505435,19073,465225,"Greene","Iowa","IA",759,461030000,1,10,2,2,2.239789248,0.048803765,0.658761501,0.000650717,NA,0,NA,1,NA,3,5,1,12.6,4.699999809,4.548757076,134667,2.898550749,1.77757804932517,"Greene County Farmers Market",310200,"19073","Greene",FALSE,799,17446000,"GREENE","IOWA",NA,NA,71207.404561465,FALSE,99.951196235,460805000.00222,209581.225394958,280788.629956423,12.5453574587058,48.4939661308742
