county_fips,GEOID,state,county_name_hub,distance_nearest_hub_mile,nearest_hub_name,nearest_hub_id,hub_county_geoid,hub_county_name,hub_products,hub_desert,centroid_x,centroid_y,fips,ansicode,county_name_spma,state_name,state_abbrev,year,all_farms,annual_avg_estabs_count_naics_4244_grocery_and_related_product_wholesalers,annual_avg_estabs_count_naics_4245_farm_product_raw_material_merch._whls.,annual_avg_estabs_count_naics_44511_supermarkets_and_other_grocery_stores,annual_avg_estabs_count_naics_4451_grocery_stores,d2c_sales_pct,intermediated_sales_pct,local_sales_pct,number_colleges_universities,number_csa,number_farmersmarket,number_foodhub,number_healthcare_facilities,number_k12_schools,number_onfarmmarket,overall_food_insecurity_rate,pct_households_with_no_vehicle,pct_laccess_lowi,total_acres_operated,valueadded_farms_pct
18045,18045,Indiana,Fountain,29.6165835355421,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,738827.399545968,1934578.13933355,18045,450351,Fountain,Indiana,IN,2022,440,,4,6,7,0.01023786,,,0,,1,,2,8,1,16,4.599999905,2.849760771,73629,2.045454502
18047,18047,Indiana,Franklin,23.1512623026586,Fresh Local Food Collaborative of SE Indiana,500182,18029,Dearborn,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,931242.154271153,1875069.37698209,18047,450352,Franklin,Indiana,IN,2022,683,3,1,4,5,0.2921848,0.073774233,,0,,2,,1,7,1,13.1,7.099999905,3.175939083,93352,4.978037834
18049,18049,Indiana,Fulton,57.6839501151526,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,810489.431001651,2045804.48017672,18049,450353,Fulton,Indiana,IN,2022,636,1,3,3,8,0.088578947,0.612372398,0.708119571,0,,1,,3,7,,15.2,6,4.211261272,90940,6.446540833
18051,18051,Indiana,Gibson,23.8500890896669,Local Source Wholesale Food Hub,501803,18163,Vanderburgh,"Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",TRUE,727932.708956153,1730036.10777537,18051,450354,Gibson,Indiana,IN,2022,477,4,2,4,6,0.11944364,0.814895868,,1,1,,,7,12,,14.3,3.900000095,1.610223532,104378,7.337526321
18053,18053,Indiana,Grant,46.6974384118182,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,867439.845388133,1992020.61865294,18053,450355,Grant,Indiana,IN,2022,457,4,2,7,12,0.096568249,,,3,1,3,,19,30,,18.3,7.900000095,8.250734329,79256,4.157549381
18055,18055,Indiana,Greene,46.2273484620711,Hickoryworks Inc.,501168,18013,Brown,,TRUE,773916.625949626,1815816.36906594,18055,451676,Greene,Indiana,IN,2022,788,4,,3,7,0.132129729,0.004441335,0.13990207,0,,3,,5,14,1,16.9,6.099999905,5.971648216,97602,5.076142311
18057,18057,Indiana,Hamilton,24.9116966496392,Hoosier Harvest Market,500007,18059,Hancock,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;,TRUE,839438.499205937,1939067.68524088,18057,450356,Hamilton,Indiana,IN,2022,517,56,8,29,34,1.209783435,0.130000219,,1,1,6,,47,68,3,10.1,2.200000048,5.483727932,58633,9.671179771
18059,18059,Indiana,Hancock,2.30126520904321,Hoosier Harvest Market,500007,18059,Hancock,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;,FALSE,865866.328681313,1913837.59118784,18059,450357,Hancock,Indiana,IN,2022,505,12,1,6,12,1.900741696,0.117013358,,0,2,5,1,12,24,5,11.4,3,8.453249931,57552,9.306930542
18061,18061,Indiana,Harrison,16.3002084886533,New Root's Fresh Stop Project,500062,21111,Jefferson,Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;,FALSE,856304.672759239,1729267.38004752,18061,451677,Harrison,Indiana,IN,2022,990,2,,2,2,1.112500548,0.881848931,2.005465269,0,,1,,7,14,2,12.8,4.800000191,0.016849713,95021,6.565656662
18063,18063,Indiana,Hendricks,30.9589953463654,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,804312.356647246,1901335.99886304,18063,450358,Hendricks,Indiana,IN,2022,544,17,2,14,18,1.290180087,0.068722337,2.10830307,0,1,8,,23,46,5,10.7,2.700000048,6.977471352,44558,15.07352924
18065,18065,Indiana,Henry,21.24653945707,Hoosier Harvest Market,500007,18059,Hancock,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;,TRUE,896300.493432993,1929302.51271575,18065,450359,Henry,Indiana,IN,2022,584,6,6,7,13,0.237948269,1.174309611,,0,1,2,,11,20,,16.4,4.400000095,6.556213379,71550,4.623287678
18067,18067,Indiana,Howard,35.9702900534836,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,829199.127697776,1984317.78718739,18067,450360,Howard,Indiana,IN,2022,427,4,1,8,20,0.157945693,,,1,,3,,21,29,,16.5,6.599999905,10.43910313,60913,3.512880564
18069,18069,Indiana,Huntington,24.2964978932245,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,877476.616558727,2028431.74473499,18069,450361,Huntington,Indiana,IN,2022,643,3,2,2,2,0.01220977,0.017819665,,1,,1,,10,10,3,14.3,3.200000048,9.739058495,96812,3.265940905
18071,18071,Indiana,Jackson,30.7868179983121,Hickoryworks Inc.,501168,18013,Brown,,TRUE,854333.417822051,1809240.94546229,18071,451678,Jackson,Indiana,IN,2022,607,3,,8,12,0.188889518,0.047600158,,0,,1,,6,15,1,14.6,5.800000191,9.812482834,94653,5.930807114
18073,18073,Indiana,Jasper,55.3187526381954,Healthy Food Hub (associated with Black Oaks Center for Sustainable Renewable Living),501154,17031,Cook,,TRUE,739984.080504702,2036146.82964618,18073,450494,Jasper,Indiana,IN,2022,608,4,5,9,9,0.178234071,0.011870966,,0,,1,,5,10,,13.2,2.900000095,3.512600422,112304,7.072368622
18075,18075,Indiana,Jay,44.7047421086998,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,922634.175889801,1989465.81984466,18075,450362,Jay,Indiana,IN,2022,801,2,1,1,1,0.014594521,,,0,,2,,4,6,,15.7,9.699999809,11.17205143,122744,3.870162249
18077,18077,Indiana,Jefferson,35.2167081443825,Fresh Local Food Collaborative of SE Indiana,500182,18029,Dearborn,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,906983.585591797,1801349.31233013,18077,450363,Jefferson,Indiana,IN,2022,513,3,,6,7,0.97075969,0.202143669,,1,1,1,,9,10,,16.2,5.300000191,2.706967115,62378,8.966861725
18079,18079,Indiana,Jennings,37.7913951434841,Hickoryworks Inc.,501168,18013,Brown,,TRUE,888198.638368004,1823073.88000011,18079,450364,Jennings,Indiana,IN,2022,461,0,,3,3,0.252669066,,,0,,,,3,8,2,16,3.799999952,10.17277431,62789,11.71366596
18081,18081,Indiana,Johnson,11.7308084351573,Hickoryworks Inc.,501168,18013,Brown,,FALSE,842058.574436255,1873709.5212775,18081,450365,Johnson,Indiana,IN,2022,520,16,2,10,16,0.608388603,0.081553429,1.133592725,1,,1,,24,40,2,12.3,3.099999905,5.840120316,38284,10.38461494
18083,18083,Indiana,Knox,50.7715596024649,Local Source Wholesale Food Hub,501803,18163,Vanderburgh,"Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",TRUE,738472.423544616,1773411.81527304,18083,450366,Knox,Indiana,IN,2022,447,3,3,2,6,0.096201599,2.176171303,,1,1,1,,7,13,1,16.7,7,1.930977583,138009,7.829977512
18085,18085,Indiana,Kosciusko,38.6585559627805,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,841546.477540836,2071238.94634408,18085,450367,Kosciusko,Indiana,IN,2022,1079,3,4,9,13,0.717877924,,,1,,1,,12,20,5,13.6,5,4.905826092,126068,7.506950855
18087,18087,Indiana,LaGrange,42.224336628301,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,872489.201897418,2119514.27390772,18087,450368,Lagrange,Indiana,IN,2022,2474,4,3,6,6,0.200195536,2.434936523,2.662661314,0,1,1,,3,11,,11.5,27.29999924,1.728478432,135995,8.973322868
18089,18089,Indiana,Lake,24.6739290825459,Healthy Food Hub (associated with Black Oaks Center for Sustainable Renewable Living),501154,17031,Cook,,TRUE,713901.331599949,2078008.18934721,18089,450495,Lake,Indiana,IN,2022,347,64,4,78,103,0.427183688,,,4,2,9,,62,121,5,15.6,7.599999905,10.4362793,49422,9.51008606
18091,18091,Indiana,LaPorte,44.9158458185589,Healthy Food Hub,500129,17031,Cook,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;,TRUE,765515.590450208,2097414.72010661,18091,450507,Laporte,Indiana,IN,2022,677,10,1,15,16,0.907701373,,,0,2,3,,17,37,8,15.4,5.300000191,8.33132267,128958,9.453471184
18093,18093,Indiana,Lawrence,37.8191414107822,Hickoryworks Inc.,501168,18013,Brown,,TRUE,816953.324603611,1798040.19975713,18093,451703,Lawrence,Indiana,IN,2022,706,3,1,8,10,0.578785717,0.295298845,,0,,1,,11,15,1,15,5.900000095,2.928334475,82591,9.348442078
18095,18095,Indiana,Madison,25.7158717218712,Hoosier Harvest Market,500007,18059,Hancock,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;,TRUE,866326.355691842,1951968.28652518,18095,450370,Madison,Indiana,IN,2022,682,10,2,15,20,0.284384578,0.091236003,0.45326823,1,,4,,27,29,1,16.7,6.599999905,14.69691944,73885,9.530792236
18097,18097,Indiana,Marion,20.1759271954658,Hoosier Harvest Market,500007,18059,Hancock,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;,TRUE,835545.076099585,1905902.24411015,18097,450371,Marion,Indiana,IN,2022,169,126,7,176,225,5.864348888,1.579334021,,15,3,22,,142,258,1,15.9,8.199999809,12.23434639,6230,31.95266342
18099,18099,Indiana,Marshall,60.1031265054145,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,807456.008078101,2076759.12285257,18099,450372,Marshall,Indiana,IN,2022,779,1,3,7,9,0.211620077,0.585380733,0.830494583,1,,2,,11,17,1,13.9,6.099999905,4.932480335,94080,11.81001282
18101,18101,Indiana,Martin,54.6451791076334,Hickoryworks Inc.,501168,18013,Brown,,TRUE,791044.645641471,1780473.41354268,18101,451679,Martin,Indiana,IN,2022,249,1,,3,3,0.017302772,,,0,,,,1,6,,16.4,3.700000048,3.14086771,39468,
18103,18103,Indiana,Miami,50.9583055602026,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,831868.254090773,2016758.69006059,18103,450373,Miami,Indiana,IN,2022,613,3,5,8,11,0.139329582,0.202120781,0.702221096,0,,,,6,10,4,16.7,5.599999905,9.780708313,90010,6.035889149
18105,18105,Indiana,Monroe,21.6353817787078,Hickoryworks Inc.,501168,18013,Brown,,TRUE,809993.604249884,1833351.91334772,18105,451680,Monroe,Indiana,IN,2022,419,13,,23,30,4.77678299,1.544192791,6.429129601,1,4,6,,23,32,5,16.1,7.5,5.346059322,50468,21.24105072
18107,18107,Indiana,Montgomery,15.2538559736705,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,FALSE,769022.152819215,1928366.93488984,18107,450374,Montgomery,Indiana,IN,2022,651,1,4,4,8,0.143544525,0.097253546,0.24971652,1,,2,,11,17,,14.8,5.800000191,3.765938997,127960,5.069124222
18109,18109,Indiana,Morgan,17.2515903644778,Hickoryworks Inc.,501168,18013,Brown,,FALSE,812934.310110882,1869775.05755519,18109,450375,Morgan,Indiana,IN,2022,506,3,,4,4,,,,0,,7,,9,22,2,13.3,3,6.071430683,63613,7.312252998
18111,18111,Indiana,Newton,54.9342775292124,Healthy Food Hub (associated with Black Oaks Center for Sustainable Renewable Living),501154,17031,Cook,,TRUE,717290.003228476,2026506.93823552,18111,450376,Newton,Indiana,IN,2022,372,2,4,2,2,0.027802579,,,0,,1,,2,7,,16.1,3.099999905,5.404391289,67547,3.763440847
18113,18113,Indiana,Noble,26.6317483236625,Plowshares Cooperative Food Hub,501169,18003,Allen,,TRUE,876264.619147829,2092453.35855169,18113,450377,Noble,Indiana,IN,2022,1067,5,1,8,10,0.251160741,0.17010887,0.535342634,0,,1,,9,15,4,13.3,9.300000191,3.711179256,105110,5.24835968
18115,18115,Indiana,Ohio,10.6806984500582,Fresh Local Food Collaborative of SE Indiana,500182,18029,Dearborn,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,FALSE,945329.994680514,1824268.4961677,18115,450378,Ohio,Indiana,IN,2022,123,1,,1,1,2.608155727,0.413992971,,0,,,,1,3,1,14,4.900000095,0,11624,9.756097794
18117,18117,Indiana,Orange,40.9771899816489,New Root's Fresh Stop Project,500062,21111,Jefferson,Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;,TRUE,819311.380752597,1764552.66629797,18117,451681,Orange,Indiana,IN,2022,425,1,,2,5,,0.026706016,,0,,1,,4,6,1,15.8,6,0.393880486,69638,5.411764622
18119,18119,Indiana,Owen,34.6800339305454,Hickoryworks Inc.,501168,18013,Brown,,TRUE,781546.25097034,1847665.84550338,18119,450379,Owen,Indiana,IN,2022,435,1,,3,3,1.359544992,,,0,1,2,,3,6,,15.9,2.799999952,0.265570194,51279,4.13793087
18121,18121,Indiana,Parke,40.0650170520027,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,745425.664131463,1896114.11664869,18121,450380,Parke,Indiana,IN,2022,646,,4,1,1,0.521224439,1.601219177,2.580355406,0,,2,,1,7,,16.3,8.199999809,6.474342346,92384,11.45510864
18123,18123,Indiana,Perry,45.8213147037275,New Root's Fresh Stop Project,500062,21111,Jefferson,Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;,TRUE,812123.683053063,1711775.31762718,18123,451682,Perry,Indiana,IN,2022,417,1,,2,3,0.092641331,0.181071699,0.307400793,0,,,,3,5,1,15.6,5.900000095,7.065638065,49067,5.995203972
18125,18125,Indiana,Pike,35.0377262173983,Local Source Wholesale Food Hub,501803,18163,Vanderburgh,"Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",TRUE,757445.134203585,1742481.97332435,18125,450381,Pike,Indiana,IN,2022,279,,,1,3,0.044643905,,,0,,1,,3,5,,14.7,3.5,0.850871921,49350,2.150537729
18127,18127,Indiana,Porter,32.9801705569097,Healthy Food Hub,500129,17031,Cook,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;,TRUE,739459.231405305,2085280.93269359,18127,450382,Porter,Indiana,IN,2022,462,14,2,14,23,0.330550939,0.030406764,,2,1,3,,27,54,3,13.1,3.700000048,7.945165157,61037,9.090909004
18129,18129,Indiana,Posey,16.4694540212223,Local Source Wholesale Food Hub,501803,18163,Vanderburgh,"Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",FALSE,706212.779285604,1695483.96404079,18129,450383,Posey,Indiana,IN,2022,462,1,2,3,6,0.044517793,,,0,,3,,5,9,,13,4.099999905,8.393299103,63994,
18131,18131,Indiana,Pulaski,59.0261019077403,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,774433.907380476,2041604.41383865,18131,446852,Pulaski,Indiana,IN,2022,507,1,3,2,3,0.02518462,,,0,,,,4,6,1,15.5,7,3.563176632,94906,2.56410265
18133,18133,Indiana,Putnam,37.6796281136112,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,777123.312489727,1887025.64750172,18133,450384,Putnam,Indiana,IN,2022,728,1,1,3,3,0.22958529,0.033986945,0.301720858,1,,,,8,19,1,13.6,3.900000095,3.539119482,84575,7.692307472
18135,18135,Indiana,Randolph,41.7819133037555,Northmont Food Hub,501241,39113,Montgomery,,TRUE,925783.1179838,1958214.18380642,18135,446853,Randolph,Indiana,IN,2022,675,,3,3,5,0.014902087,0.199505493,,0,,2,,6,17,1,16.8,5.5,7.85722971,125569,4.444444656
18137,18137,Indiana,Ripley,18.1654538365518,Fresh Local Food Collaborative of SE Indiana,500182,18029,Dearborn,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,FALSE,918035.548792466,1838411.91506508,18137,450385,Ripley,Indiana,IN,2022,835,2,1,6,6,0.335464925,0.04642595,,0,,3,,8,14,1,13.8,4.800000191,0.812497616,97496,5.748503208
18139,18139,Indiana,Rush,19.5110718732583,Hoosier Harvest Market,500007,18059,Hancock,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;,FALSE,894323.115056009,1893999.63531244,18139,446854,Rush,Indiana,IN,2022,473,1,4,4,9,0.068255097,,,0,1,1,,3,7,,15.9,4.199999809,4.433562279,95750,2.325581312
18141,18141,Indiana,St. Joseph,58.7527344776811,KVCC FIC Food Hub,500111,26077,Kalamazoo,Fresh fruits;Fresh vegetables;Herbs;Mushrooms;,TRUE,801801.803237499,2109013.82157498,18141,452855,St. Joseph,Indiana,IN,2022,547,35,3,38,48,0.694632769,0.085673429,1.072458744,6,2,6,,49,70,5,15.6,6.800000191,8.158717155,76128,10.42047501
18143,18143,Indiana,Scott,29.5571795448764,New Root's Fresh Stop Project,500062,21111,Jefferson,Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;,TRUE,881780.045739444,1787221.07653862,18143,450386,Scott,Indiana,IN,2022,283,2,,4,6,0.39183557,0.064118549,0.65187192,0,,,,6,10,1,17.8,4.400000095,9.841075897,25823,8.833922386
18145,18145,Indiana,Shelby,18.859537029843,Hoosier Harvest Market,500007,18059,Hancock,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;,FALSE,867920.063812178,1880254.03533908,18145,450387,Shelby,Indiana,IN,2022,548,2,3,2,6,0.396747261,0.010086794,,0,,3,,10,17,2,14.6,5.400000095,4.856451035,91139,9.489050865
18147,18147,Indiana,Spencer,30.6113665554911,Local Source Wholesale Food Hub,501803,18163,Vanderburgh,"Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",TRUE,780829.397012674,1701360.22696512,18147,450388,Spencer,Indiana,IN,2022,558,1,1,3,3,0.269034177,0.287193984,0.569007277,1,,,,3,10,2,12.6,3.799999952,0.013438729,92044,6.810035706
18149,18149,Indiana,Starke,57.7582230188366,Healthy Food Hub,500129,17031,Cook,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;,TRUE,776041.468912613,2068658.32875025,18149,450389,Starke,Indiana,IN,2022,394,2,3,4,5,0.257011503,0.655776799,1.046593308,0,,,,3,7,1,16.8,5.400000095,1.279719353,54895,2.791878223
18151,18151,Indiana,Steuben,25.4473490159677,Rebel Farm,501203,26059,Hillsdale,,TRUE,907442.178802256,2123638.2982382,18151,450390,Steuben,Indiana,IN,2022,461,5,1,4,4,0.078671537,,,2,1,1,,4,9,1,13.1,5.099999905,11.45921421,47124,4.989153862
18153,18153,Indiana,Sullivan,30.2367762605873,Illiana Ag Alliance,500037,17023,Clark,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,734737.023851823,1818068.83270122,18153,450391,Sullivan,Indiana,IN,2022,411,,2,3,3,,3.496012926,,0,,,,4,9,,16.2,4.699999809,5.43415308,80106,1.459854007
18155,18155,Indiana,Switzerland,20.025757103086,Fresh Local Food Collaborative of SE Indiana,500182,18029,Dearborn,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,940802.774409251,1809760.879819,18155,450392,Switzerland,Indiana,IN,2022,339,,,5,5,0.131406039,0.24161756,0.4578017,0,,1,,1,4,,15.5,6.900000095,3.114325762,43311,7.964601994
18157,18157,Indiana,Tippecanoe,17.3947445173803,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,FALSE,765225.617576165,1967195.47544957,18157,450393,Tippecanoe,Indiana,IN,2022,712,10,2,16,39,0.495544195,0.219104245,1.236403227,2,,2,,27,37,4,15.6,8.600000381,17.43690681,90623,12.64044952
18159,18159,Indiana,Tipton,34.216957830129,"This Old Farm, Inc.",500126,18023,Clinton,Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;,TRUE,836656.444041675,1965691.78117047,18159,450394,Tipton,Indiana,IN,2022,416,,1,3,3,0.036448356,0.035463262,,0,,1,,2,5,2,13.7,1.200000048,7.321813107,80478,6.25
18161,18161,Indiana,Union,36.6138833620438,Fresh Local Food Collaborative of SE Indiana,500182,18029,Dearborn,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,TRUE,939939.76556798,1899849.04549042,18161,450395,Union,Indiana,IN,2022,194,,,1,1,0.059851568,,,0,,,,1,3,,12,4.099999905,0,38448,4.639175415
18163,18163,Indiana,Vanderburgh,3.92283082899817,Local Source Wholesale Food Hub,501803,18163,Vanderburgh,"Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",FALSE,730669.568273162,1697971.89798298,18163,450396,Vanderburgh,Indiana,IN,2022,204,28,3,31,42,0.401221633,0.003992255,,2,1,3,,30,42,4,16.2,8,11.61401176,20519,8.333333015
